iPhone 13,iPhone 14,iPhone 15 Pro,iPhone SE,Pixel 6,Pixel 7a,Pixel 8,Edge 50,Moto G Power,Razr 40,OnePlus 11R,OnePlus 12,OnePlus Nord 3,Realme 12 Pro,Realme Narzo 70,Galaxy A55,Galaxy Note 20,Galaxy S24,Galaxy Z Flip,Mi 13 Pro,Poco X6,Redmi Note 13
0.9999999999999999,0.7291029081778387,-0.4424787567888381,0.01742368533075443,-0.09137907504834972,0.25710452853807364,0.043306752057789576,-0.8330867353253693,-0.21370177642346533,-0.5286131559218334,-0.49270244549105546,0.4430848535497179,0.3124753535230975,0.3370393991169023,0.09635893674608047,-0.32250240190790525,0.7991287454749254,-0.6462887506025455,0.4612200888826129,-0.7238877365416183,0.0726074221370735,-0.19529577057158584
0.7291029081778387,1.0,-0.5532392195461793,-0.16099597785790076,-0.09929716325754544,0.431757528326281,0.5029381094438675,-0.6945662514464679,0.13899690611720678,-0.5529001562584372,-0.5742566126814639,0.07544946898266064,0.3625115614855115,0.3399569939855159,0.10691707537182149,-0.49918742977743386,0.7160270637772176,-0.7665959669652568,0.4204072223200057,-0.6881088348609118,0.07160792018725505,-0.10365085372617523
-0.4424787567888381,-0.5532392195461793,0.9999999999999999,0.48672822041507674,0.26735258363441783,-0.14969764540439837,-0.4204400065933812,0.5903067328275177,-0.49350084473814876,0.20113413252575996,0.48156135460471056,0.04702219857881761,-0.5043553607805485,-0.7119054377752884,-0.5917494116905516,0.4729860477412891,-0.6415244724736413,0.8447779730436742,-0.25328968650640893,0.47528925597829147,-0.3112904554277004,-0.29992884092359623
0.01742368533075443,-0.16099597785790076,0.48672822041507674,0.9999999999999997,-0.055802367972203164,0.18775129609450297,-0.1421991873140394,0.01401595418021494,-0.47177555747222094,0.18293669850681235,0.053858990996485036,-0.08506308957783047,-0.08619646711751386,-0.3077976471073092,-0.20285484438438278,0.08782411816460767,-0.041152197390522116,0.24930439522286835,0.2926986815154828,-0.0751603145960485,-0.28031808633287714,-0.523542613601127
-0.09137907504834972,-0.09929716325754544,0.26735258363441783,-0.055802367972203164,1.0,0.19821300807736802,0.153726277864402,0.03947140136459988,0.010431503946963185,-0.35999988287066287,0.14853509952681807,-0.06320451154554341,0.060895476314380095,-0.1958974166653019,-0.4816369625902992,0.3826633574946574,-0.3057906163131986,0.3556916077995916,-0.1349657149011113,0.40189374243964915,-0.6005800549234753,-0.08891303029908101
0.25710452853807364,0.431757528326281,-0.14969764540439837,0.18775129609450297,0.19821300807736802,1.0,0.234833246318712,-0.26796689828182846,-0.26348143913205146,-0.13449844073049882,-0.13513822419272237,0.19015536237498035,0.2259644995411336,0.35439449623941144,0.14263847041190822,-0.6706705637674452,0.2766296007181287,-0.43057182650890247,0.48838727006528815,-0.34851055192256425,0.08132532300795166,-0.44965829669591506
0.043306752057789576,0.5029381094438675,-0.4204400065933812,-0.1421991873140394,0.153726277864402,0.234833246318712,0.9999999999999999,-0.22602323266328556,0.5395627945890082,-0.0392159223610782,-0.4467014185053287,-0.5529930639325554,-0.046516695339318875,-0.009428122638469335,0.05181255634592913,0.024983681403231376,0.2837050095713245,-0.3037769181538696,-0.1699883563699168,-0.28193201109717847,0.04615078052485605,0.19226767661592936
-0.8330867353253693,-0.6945662514464679,0.5903067328275177,0.01401595418021494,0.03947140136459988,-0.26796689828182846,-0.22602323266328556,1.0,0.22359167970639335,0.6050534524888223,0.5431830252804025,-0.3249265388359669,-0.4547514689298892,-0.38891095190985836,-0.20140512710071642,0.3090764017680665,-0.7560636669586713,0.6888154117657067,-0.46306570781613376,0.6029840280565284,0.10559643070893857,0.18318069718761942
-0.21370177642346533,0.13899690611720678,-0.49350084473814876,-0.47177555747222094,0.010431503946963185,-0.26348143913205146,0.5395627945890082,0.22359167970639335,0.9999999999999999,0.16193429050107497,-0.153819198743336,-0.5933377044953255,0.14414262966015423,0.19928156721018708,0.19254190185244216,0.08877143051522006,0.008145424633920047,-0.19000368870164266,-0.2694087928166015,0.08259460196020998,0.12348452497716043,0.5691425819153457
-0.5286131559218334,-0.5529001562584372,0.20113413252575996,0.18293669850681235,-0.35999988287066287,-0.13449844073049882,-0.0392159223610782,0.6050534524888223,0.16193429050107497,1.0000000000000002,0.3037818086662301,-0.21593197993623994,-0.5287280793590321,-0.045832826742306355,0.19218954208759909,0.07473906594770832,-0.2758722853869209,0.33502522860597517,-0.4251503673682028,0.1656560226782665,0.4464214758677073,0.021586681696847132
